Entrez_Gene_Id,Hugo_Symbol
,RP11-182N22.7
,RP11-292B8.1
3532,IGKV1OR-2
84131,CEP78
7091,TLE4
7088,TLE1
392360,CTSL3P
375601,OR7E31P
4969,OGN
2176,FANCC
100128782,LINC00476
54187,NANS
570,BAAT
254956,MORN5
347169,OR1B1
10783,NEK6
114789,SLC25A25
375759,C9ORF50
1757,SARDH
100131193,CCDC183-AS1
2902,GRIN1
54863,TOR4A
282980,LINC00700
648,BMI1
10151,HNRNPA3P1
253430,IPMK
6229,RPS24
311,ANXA11
3832,KIF11
5146,PDE6C
57412,AS3MT
54805,CNNM2
51063,CALHM2
6571,SLC18A2
8038,ADAM12
440021,KRTAP5-2
4676,NAP1L4
119772,OR52M1
23075,SWAP70
54503,ZDHHC13
8525,DGKZ
283193,OR5AZ1P
219965,OR5B17
745,MYRF
79829,NAA40
25855,BRMS1
254439,C11ORF86
387787,LIPT2
81544,GDPD5
399939,TRIM49D1
9177,HTR3B
56912,IFT46
84897,TBRG1
6734,SRPR
,RP11-448P19.1
8798,DYRK4
120939,TMEM52B
3764,KCNJ8
140807,KRT72
2583,B4GALNT1
114882,OSBPL8
55530,SVOP
121643,FOXN4
89910,UBE3B
84915,FAM222A
22877,MLXIP
56616,DIABLO
646405,TPTE2P1
8600,TNFSF11
57105,CYSLTR2
10301,DLEU1
115207,KCTD12
643677,CCDC168
283487,LINC00346
,RP11-754I20.1
28685,TRAV8-1
28674,TRAV12-1
1511,CTSG
5706,PSMC6
80821,DDHD1
6495,SIX1
3306,HSPA2
5104,SERPINA5
64150,DIO3OS
256281,NUDT14
,RP11-492D6.3
647436,RPL5P1
338427,SNORD108
22893,BAHD1
8669,EIF3J
399697,CTXN2
92483,LDHAL6B
79400,NOX5
9399,STOML1
80153,EDC3
648809,EFTUD1P1
11057,ABHD2
145873,MESP2
7026,NR2F2
374666,WASH3P
8786,RGS11
8312,AXIN1
63922,CHTF18
388199,PRR25
8912,CACNA1H
84231,TRAF7
6345,SRL
,RP11-143N13.1
,RP11-645C24.2
1039,CDR2
,RP11-266L9.4
55911,APOBR
25970,SH2B1
253980,KCTD13
,RP11-347C12.2
493829,TRIM72
26982,ABCD1P3
28312,IGHV1OR16-4
100287372,IGHV3OR16-13
606551,UBE2MP1
85320,ABCC11
4490,MT1B
146223,CMTM4
23659,PLA2G15
440387,CTRB2
339145,FAM92B
124245,ZC3H18
2588,GALNS
5338,PLD2
374768,SPEM1
9212,AURKB
9482,STX8
10750,GRAP
22905,EPN2
339263,C17ORF51
51701,NLK
388363,RPS7P1
91607,SLFN11
84311,MRPL45
80725,SRCIN1
3861,KRT14
80347,COASY
79990,PLEKHH3
2826,CCR10
113026,PLCD3
55040,EPN3
9902,MRC2
5578,PRKCA
79637,ARMC7
125058,TBC1D16
83882,TSPAN10
,RP11-677O4.4
56907,SPIRE1
753,LDLRAD4
4152,MBD1
4200,ME2
92126,DSEL
284274,SMIM21
374868,ATP9B
25759,SHC2
3004,GZMM
10025,MED16
374291,NDUFS7
645191,LINGO3
1938,EEF2
10501,SEMA6B
9667,SAFB2
339390,CLEC4G
3385,ICAM3
7620,ZNF69
90589,ZNF625
811,CALR
22859,LPHN1
4854,NOTCH3
79852,EPHX3
57794,SUGP1
199777,ZNF626
113835,ZNF257
,CTC-457E21.3
342865,VSTM2B
79156,PLEKHF1
284402,SCGB2B2
2865,FFAR3
7705,ZNF146
,CTD-3162L10.5
84924,ZNF566
163081,ZNF567
3960,LGALS4
4793,NFKBIB
4294,MAP3K10
27076,LYPD3
284346,ZNF575
3783,KCNN4
284353,NKPD1
81492,RSPH6A
8775,NAPA
1406,CRX
342918,C19ORF81
284367,SIGLEC17P
65251,ZNF649
79788,ZNF665
79143,MBOAT7
11024,LILRA1
63934,ZNF667
100293516,ZNF587B
85508,SCRT2
113278,SLC52A3
146,ADRA1D
84532,ACSS1
140823,ROMO1
9675,TTI1
671,BPI
,ZNF840
7764,ZNF217
388799,FAM209B
10357,HMGB1P1
140701,ABHD16B
55251,PCMTD2
522,ATP5J
26285,CLDN17
64968,MRPS6
5121,PCP4
23275,POFUT2
3275,PRMT2
23765,IL17RA
,AC008079.9
29801,ZDHHC8
28824,IGLV1-41
28809,IGLV3-1
,AP000345.1
440822,PIWIL3
27124,INPP5J
10739,RFPL2
3761,KCNJ4
23466,CBX6
50,ACO2
150372,NFAM1
84247,LDOC1L
7380,UPK3A
644186,SYCE3
139604,MAGEB16
5638,PRRG1
1654,DDX3X
56000,NXF3
5063,PAK3
7739,ZNF185
8277,TKTL1
,RP11-541F9.2
,AC067959.1
10602,CDC42EP3
,AC016735.2
,RP11-444A22.1
254128,NIFK-AS1
51066,SSUH2
9922,IQSEC1
84892,POMGNT2
100506555,PVRL3-AS1
,RP11-17E2.2
,RP11-466J24.1
,RP11-731D1.4
84057,MND1
166863,RBM46
,RP11-217C7.1
256130,TMEM196
104355138,LINC01162
81552,VOPP1
4850,CNOT4
,AC024084.1
256691,MAMDC2
283197,LINC00301
,RP11-21L23.4
,RP11-480C22.1
226,ALDOA
124149,ANKRD26P1
,RP11-218F4.1
,RP11-146N18.1
,LA16C-83F12.6
10489,LRRC41
6707,SPRR3
2956,MSH6
11343,MGLL
201798,TIGD4
54806,AHI1
5814,PURB
54103,GSAP
169522,KCNV2
5542,PRB1
51025,PAM16
26115,TANC2
54922,RASIP1
79133,NDUFAF5
644739,WASF4P
,RP11-206L10.2
5590,PRKCZ
23095,KIF1B
10630,PDPN
5081,PAX7
127733,UBXN10
6006,RHCE
149420,PDIK1L
2707,GJB3
255738,PCSK9
55277,FGGY
149233,IL23R
5301,PIN1P1
10026,PIGK
2959,GTF2B
284697,BTBD8
440595,EEF1A1P11
51611,DPH5
6913,TBX15
100422844,MIR3118-3
,RP11-640M9.1
767846,PFN1P2
,RP11-94I2.1
644861,NBPF13P
4170,MCL1
6391,SDHC
284680,C1ORF111
92342,METTL18
55103,RALGPS2
3140,MR1
4608,MYBPH
1118,CHIT1
51133,KCTD3
9725,TMEM63A
79573,TTC13
,RP11-261C10.7
343172,OR2T8
28951,TRIB2
3777,KCNK3
79745,CLIP4
80204,FBXO11
2673,GFPT1
1961,EGR4
165545,DQX1
2168,FABP1
,AC097374.2
10865,ARID5A
285190,RGPD4
150465,TTL
55627,SMPD4
,AC093838.4
4249,MGAT5
728773,PABPC1P2
6332,SCN7A
100131390,SP9
841,CASP8
8324,FZD7
471,ATIC
,MTERFD2
3269,HRH1
132001,TAMM41
151649,PP2D1
5915,RARB
10491,CRTAP
10181,RBM5
51364,ZMYND10
151647,FAM19A4
2632,GBE1
100289640,PPATP1
3355,HTR1F
54763,ROPN1
79364,ZXDC
56941,HMCES
51163,DBR1
2992,GYG1
57560,IFT80
,RP11-298O21.5
151613,TTC14
6657,SOX2
54800,KLHL24
55689,YEATS2
9175,MAP3K13
64108,RTP4
,AC024560.3
57533,TBC1D14
100887746,UNC93B7
27284,SULT1B1
,RP11-274J2.1
2028,ENPEP
54532,USP53
,RP11-553P9.1
2996,GYPE
84246,MED10
,AC022431.2
3796,KIF2A
22936,ELL2
55521,TRIM36
9555,H2AFY
11346,SYNPO
,RP3-416J7.5
81797,OR12D3
,XXBAC-BPG299F13.16
29993,PACSIN1
57699,CPNE5
57505,AARS2
860,RUNX2
10690,FUT9
246269,LACE1
245806,VGLL2
5796,PTPRK
80129,CCDC170
26271,FBXO5
154197,PNLDC1
28969,BZW2
9771,RAPGEF5
,RP11-196D18.5
100132308,SLC29A4P2
83698,CALN1
51593,SRRT
27000,DNAJC2
29969,MDFIC
858,CAV2
,RP11-286H14.4
,AC008265.2
28595,TRBV7-3
168330,PRSS3P1
155100,CCT8L1P
661,POLR3D
27257,LSM1
1142,CHRNB3
2339,FNTA
442388,SDR16C6P
26138,LINC00588
10499,NCOA2
92421,CHMP4C
389674,HNRNPA1P4
11059,WWP1
51366,UBR5
7071,KLF10
644660,RAD21-AS1
340359,KLHL38
5747,PTK2
9831,ZNF623
84988,PPP1R16A
5239,PGM5
169841,ZNF169
23446,SLC44A1
54942,FAM206A
4593,MUSK
100124538,SNORA70C
56904,SH3GLB2
11094,CACFD1
7410,VAV2
29991,OBP2A
138307,LCN8
,SVILP1
414194,CCNYL2
283025,C10ORF40
26128,KIAA1279
8512,MBL1P
9562,MINPP1
56889,TM9SF3
4791,NFKB2
118980,SFXN2
119391,GSTO2
6934,TCF7L2
8661,EIF3A
54780,NSMCE4A
116969,ART5
390035,OR52K3P
55128,TRIM68
56547,MMP26
390059,OR51M1
374383,NCR3LG1
81228,OR5AK3P
219960,OR10Q1
30008,EFEMP2
10312,TCIRG1
51111,SUV420H1
26497,OR10D3
2842,GPR19
3849,KRT2
144455,E2F7
196477,CCER1
9026,HIP1R
4326,MMP17
100287887,RPL13AP25
6315,ATXN8OS
9375,TM9SF2
7546,ZIC2
6656,SOX1
56339,METTL3
55017,C14ORF119
23588,KLHDC2
5494,PPM1A
6617,SNAPC1
5529,PPP2R5E
,LINC00238
64093,SMOC1
89932,PAPLN
5826,ABCD4
85439,STON2
28446,IGHV3-19
26322,OR4H6P
,RP11-2F9.3
54551,MAGEL2
653125,GOLGA8K
4130,MAP1A
5597,MAPK6
348094,ANKDD1A
5371,PML
1138,CHRNA5
390616,ANKRD34C
55070,DET1
9899,SV2B
,AC013394.2
145946,SPATA8
9028,RHBDL1
81889,FAHD1
23295,MGRN1
408050,NOMO3
6296,ACSM3
257629,ANKS4B
100288072,SDR42E2
6693,SPN
197407,ZNF48
78994,PRR14
6810,STX4
79798,ARMC5
221188,GPR114
23035,PHLPP2
83657,DYNLRB2
8391,OR1P1
8392,OR3A3
284013,VMO1
147040,KCTD11
,RP1-37N7.3
,AC015818.3
100462977,MTRNR2L1
83901,KRTAP9-8
3881,KRT31
317719,KLHL10
84514,GHDC
84336,TMEM101
51226,COPZ2
3998,LMAN1
284451,ODF3L2
9244,CRLF1
2657,GDF1
729991,MEF2BNB
92285,ZNF585B
,AC074212.3
100131137,BSPH1
55423,SIRPG
128653,C20ORF141
29107,NXT1
317716,BPIFA4P
642460,ANKRD30BP1
351,APP
29947,DNMT3L
,AC011718.2
6545,SLC7A4
5988,RFPL1
57591,MKL1
57502,NLGN4X
5931,RBBP7
256714,MAP7D2
347541,MAGEB5
158830,CXORF65
347359,BMP2KL
642585,VDAC1P1
140886,PABPC5
,RP1-232L22__B.1
56157,TEX13A
1641,DCX
340595,ZCCHC16
2258,FGF13
619455,SPANXA2-OT1
6518,SLC2A5
,AC007131.2
,RP11-71E19.1
93556,EGFEM1P
,RP11-324C10.1
,RP11-416O18.1
151963,MB21D2
80333,KCNIP4
,RP11-431M7.3
285501,LINC01098
,CTD-2143L24.1
51617,NSG2
,RP11-35J1.1
51390,AIG1
,SNORD45
23333,DPY19L1
2792,GNGT1
,AC004014.3
7419,VDAC3
,RP11-10H3.1
8601,RGS20
,RP11-32K4.1
,RP11-127H5.1
,RP11-89M16.1
,RP11-536O18.1
,RP11-20A20.2
169693,TMEM252
,RP11-154D17.1
,RP11-525A16.4
,RP11-945A11.2
5954,RCN1
399881,HNRNPKP3
,RP11-179A16.1
,RP11-563P16.1
399947,C11ORF87
,RP11-744N12.3
57701,NCKAP5L
,RP11-693J15.4
,RP11-293N14.1
,RP11-689C9.1
390844,ARIH2P1
,RP11-746B8.1
400680,LINC00664
284352,PPP1R37
9609,RAB36
54896,PQLC2
5909,RAP1GAP
2140,EYA3
51177,PLEKHO1
30845,EHD3
9254,CACNA2D2
84666,RETNLB
,AC069213.1
9711,KIAA0226
92305,TMEM129
9957,HS3ST1
3134,HLA-F
10981,RAB32
57002,YAE1D1
23221,RHOBTB2
79792,GSDMD
392335,MYO5BP2
3611,ILK
10335,MRVI1
100421860,ENPP7P8
10162,LPCAT3
387911,C1QTNF9B
317749,DHRS4L2
3501,IGHG2
123606,NIPA1
,RP11-347C12.1
,AC010546.1
81616,ACSBG2
65249,ZSWIM4
56894,AGPAT3
754,PTTG1IP
51481,VCX3A
11043,MID2
63917,GALNT11
,RP11-305L7.3
,CTD-2210P24.6
8650,NUMB
8533,COPS3
9984,THOC1
29780,PARVB
126792,B3GALT6
1969,EPHA2
1486,CTBS
284565,NBPF15
730978,CICP5
27031,NPHP3
6649,SOD3
6722,SRF
57001,ACN9
4899,NRF1
653857,ACTR3C
55138,FAM90A1
1840,DTX1
4016,LOXL1
,PDPK2
65057,ACD
55731,FAM222B
81870,KRTAP9-9
65266,WNK4
,RP11-258B16.1
1153,CIRBP
163255,ZNF540
342945,ZSCAN22
,RP11-716O23.2
28511,NKIRAS2
54884,RETSAT
54437,SEMA5B
55084,SOBP
,GS1-124K5.2
7980,TFPI2
3612,IMPA1
54619,CCNJ
80829,ZFP91
219988,PATL1
55191,NADSYN1
,AP002884.1
23187,PHLDB1
,AP002954.4
414899,BLID
10906,TRAFD1
11154,AP4S1
23359,FAM189A1
84572,GNPTG
181,AGRP
400566,C17ORF97
10882,C1QL1
646457,C19ORF67
8725,URI1
6899,TBX1
6792,CDKL5
,RP11-262D11.2
,RP11-16L9.4
54891,INO80D
4238,MFAP3
64327,LMBR1
,RP11-594N15.2
83955,NACAP1
,RP11-847H18.2
5094,PCBP2
,RP11-230G5.2
9218,VAPA
23673,STX12
1491,CTH
22911,WDR47
,RP11-403I13.4
5692,PSMB4
65123,INTS3
8407,TAGLN2
,AL359853.1
339778,C2ORF70
10438,C1D
2840,GPR17
403277,OR5K3
131890,GRK7
23355,VPS8
285464,CRIPAK
27123,DKK2
84654,SPZ1
23286,WWC1
3127,HLA-DRB5
116150,NUS1
3204,HOXA7
,RP11-166O4.1
730861,RPS3AP29
653436,ANKRD20A7P
100507415,FAM220CP
2790,GNG10
2649,NR6A1
24138,IFIT5
23410,SIRT3
56981,PRDM11
3508,IGHMBP2
160622,GRASP
643365,LINC00452
57447,NDRG2
30001,ERO1L
2957,GTF2A1
122622,ADSSL1
10002,NR2E3
10620,ARID3B
26263,FBXO22
1186,CLCN7
9780,PIEZO1
,RP11-141J13.5
3996,LLGL1
9527,GOSR1
85280,KRTAP9-4
113277,TMEM106A
201294,UNC13D
6427,SRSF2
64863,METTL4
,RP11-677O4.3
148109,FAM187B
6320,CLEC11A
114195,SIGLEC22P
84914,ZNF587
140850,DEFB127
11237,RNF24
245937,DEFB124
54020,SLC37A1
386681,KRTAP10-8
642633,FAM230B
357,SHROOM2
,AC074363.1
58190,CTDSP1
262,AMD1
83930,STARD3NL
,AC009784.3
,HSA-MIR-490
,RP1-84O15.2
137964,AGPAT6
,RP11-764K9.4
10019,SH2B3
,CTD-2307P3.1
,RP11-47I22.2
51466,EVL
,RP11-323I15.5
51760,SYT17
,RP11-17M15.2
23309,SIN3B
127707,KLHDC7A
7268,TTC4
26009,ZZZ3
84146,ZNF644
11126,CD160
,NBPF16
353131,LCE1A
128368,OR10Z1
92344,GORAB
,FAM58BP
23029,RBM34
128178,EDARADD
6664,SOX11
100422996,MIR4262
130733,TMEM178A
,AC073869.1
85461,TANC1
285180,RUFY4
54738,FEV
79054,TRPM8
65010,SLC26A6
644517,FAM86MP
85462,FHDC1
9464,HAND2
8348,HIST1H2BO
25844,YIPF3
55227,LRRC1
64598,MOSPD3
55290,BRF2
26953,RANBP6
4300,MLLT3
100129669,IZUMO3
11191,PTENP1
,CR848007.2
643376,BTBD18
7405,UVRAG
56980,PRDM10
341392,ACSM4
115557,ARHGEF25
8437,RASAL1
51371,POMP
6771,STARP1
9071,CLDN10
6035,RNASE1
9878,TOX4
79944,L2HGDH
55898,UNC45A
5310,PKD1
7727,ZNF174
9564,BCAR1
284100,YWHAEP7
6945,MLX
644397,LRRC37A17P
,AZI1
100132992,HMGN1P30
22859,ADGRL1
26993,AKAP8L
933,CD22
5971,RELB
6666,SOX12
116835,HSPA12B
7692,ZNF133
149934,NCOR1P1
81572,PDRG1
57644,MYH7B
26133,TRPC4AP
387522,TMEM189-UBE2V1
337978,KRTAP21-2
757,TMEM50B
,SMEK3P
23096,IQSEC2
4303,FOXO4
29935,RPA4
,CXORF64
54440,SASH3
90167,FRMD7
51270,TFDP3
,RP1-203P18.1
4104,MAGEA5
393,ARHGAP4
2010,EMD
,RP11-775H9.1
442117,GALNTL6
,RP11-1084J3.4
2765,GML
,CTD-2251F13.1
,RP11-354I13.1
,RP11-525K10.1
100302692,FTX
81493,SYNC
26523,AGO1
51094,ADIPOR1
8890,EIF2B4
51232,CRIM1
28926,IGKV2-18
,AC131097.3
51517,NCKIPSD
644444,TMEM30C
8893,EIF2B5
64854,USP46
2919,CXCL1
23240,KIAA0922
202051,SPATA24
6678,SPARC
113878,DTX2
,RP4-604G5.3
83482,SCRT1
2683,B4GALT1
,RP11-104G3.2
,RP11-391M20.1
29968,PSAT1
7761,ZNF214
100287284,MANSC4
6340,SCNN1G
514,ATP5E
91227,GGTLC2
150379,PNPLA5
6533,SLC6A6
,RP11-123O22.1
167691,LCA5
,RP11-624C23.1
,RP11-30J20.1
84186,ZCCHC7
100418975,SNX18P3
23306,TMEM194A
,AL035610.2
84196,USP48
5690,PSMB2
11004,KIF2C
23596,OPN3
525,ATP6V1B1
6869,TACR1
2820,GPD2
3267,AGFG1
7018,TF
113510,HELQ
51439,FAM8A1
2939,GSTA2
81847,RNF146
11333,PDAP1
1811,SLC26A3
91782,CHMP7
10687,PNMA2
79695,GALNT12
84991,RBM17
1959,EGR2
9679,FAM53B
390067,OR52H1
29015,SLC43A3
7481,WNT11
79780,CCDC82
11260,XPOT
55701,ARHGEF40
23002,DAAM1
57596,BEGAIN
,TTLL13
9143,SYNGR3
57610,RANBP10
51009,DERL2
201243,C17ORF74
4635,MYL4
59342,SCPEP1
4037,LRP3
2068,ERCC2
8675,STX16
22887,FOXJ3
,RP11-463J7.2
,AC008278.3
9392,TGFBRAP1
5775,PTPN4
,RP11-539G18.2
100506035,LINC00989
,RP11-556I14.2
,RP11-269F21.1
,CTD-2127H9.1
101929423,MEF2C-AS1
23262,PPIP5K2
,CTC-546K23.1
9425,CDYL
10667,FARS2
23080,AVL9
,RP11-246K15.1
387646,LRRC37A6P
143458,LDLRAD3
101929222,DISC1FP1
29106,SCG3
,RP11-430C1.1
2124,EVI2B
60680,CELF5
80025,PANK2
,RP11-416N4.4
2824,GPM6B
,GS1-256O22.5
4524,MTHFR
727684,C1ORF195
57463,AMIGO1
128229,TSACC
947,CD34
10806,SDCCAG8
165215,FAM171B
3577,CXCR1
79443,FYCO1
54859,ELP6
27333,GOLIM4
286828,CSN1S2AP
285512,FAM13A-AS1
60592,SCOC
55325,UFSP2
5734,PTGER4
221692,PHACTR1
3112,HLA-DOB
3159,HMGA1
55809,TRERF1
135152,B3GAT2
643180,CCT6P3
442582,STAG3L2
222236,NAPEPLD
100133172,FAM66A
5157,PDGFRL
5324,PLAG1
23189,KANK1
,RP11-526D8.7
84895,FAM73B
728118,NUTM2A
84108,PCGF6
7439,BEST1
283234,CCDC88B
55561,CDC42BPG
23235,SIK2
55110,MAGOHB
27199,OXGR1
2954,GSTZ1
161725,OTUD7A
825,CAPN3
23478,SEC11A
84331,FAM195A
146330,FBXL16
197342,EME2
7442,TRPV1
23399,CTDNEP1
6143,RPL19
9368,SLC9A3R1
80022,MYO15B
85300,ATCAY
2962,GTF2F1
30835,CD209
10856,RUVBL2
83541,FAM110A
51575,ESF1
10893,MMP24
6406,SEMG1
140700,SAMD10
51386,EIF3L
200316,APOBEC3F
26150,RIBC2
81887,LAS1L
51248,PDZD11
100996648,TCP11X2
6535,SLC6A8
26227,PHGDH
81563,C1ORF21
254428,SLC41A1
,AC096559.1
,AC073218.1
,AC092155.4
400960,PCBP1-AS1
80255,SLC35F5
,AC009312.1
,RP11-702L6.4
84925,DIRC2
100505385,IQCJ-SCHIP1
,RP11-25H12.1
25849,PARM1
,RP11-452C8.1
651,BMP3
,RP11-434D9.1
,CTC-228N24.1
221395,GPR116
100131814,LINC00271
79689,STEAP4
346702,PRSS51
23514,SPIDR
100859921,LINC00536
138649,ANKRD19P
6231,RPS26
,RP11-624J12.1
,CTD-2540L5.6
5527,PPP2R5C
9605,VPS9D1
9611,NCOR1
81671,VMP1
55205,ZNF532
84467,FBN3
,RP5-1043L13.1
10369,CACNG2
,RP11-40F8.2
,RP1-154K9.2
400793,C1ORF226
6846,XCL2
7424,VEGFC
84250,ANKRD32
286187,PPP1R42
57666,FBRSL1
6727,SRP14
,RP11-231C14.4
2357,FPR1
27341,RRP7A
115273,RAB42
343263,MYBPHL
,CR812485.1
148327,CREB3L4
56605,ERO1LB
79954,NOL10
80067,DCAF17
66008,TRAK2
6259,RYK
643384,UNC93B4
285550,FAM200B
,RP11-790I12.1
260436,FDCSP
645455,CEP170P1
339976,TRIML1
,RP11-756P10.3
153222,CREBRF
26694,OR2U2P
26713,OR2H5P
3202,HOXA5
5723,PSPH
11179,ZNF277
84626,KRBA1
640,BLK
51115,RMDN1
387640,SKIDA1
84332,DYDC2
84953,MICALCL
340990,OTOG
219447,OR5AS1
9610,RIN1
7132,TNFRSF1A
10330,CNPY2
144321,GLIPR1L2
59341,TRPV4
10240,MRPS31
197135,PATL2
,GOLGA6L18
26156,RSL1D1
2935,GSPT1
102724928,CCNYL3
8883,NAE1
6416,MAP2K4
84616,KRTAP4-4
84203,TXNDC2
163154,PRR22
27151,CPAMD8
8193,DPF1
89887,ZNF628
728882,FAM182B
9073,CLDN8
653203,FAM230A
23264,ZC3H7B
9367,RAB9A
,MAGEB6P1
55634,KRBOX4
51205,ACP6
,RP11-297H3.3
285375,LINC00620
55164,SHQ1
,RP11-217E22.5
,RP11-10O22.1
,RP11-608O21.1
,RP11-752D24.3
,RP11-340A13.3
,RP11-419C19.2
202243,CCDC125
,AC009403.2
,RP11-586K2.1
642924,LINC00535
9107,MTMR6
147968,CAPN12
23683,PRKD3
92369,SPSB4
891,CCNB1
2296,FOXC1
3013,HIST1H2AD
8336,HIST1H2AM
55173,MRPS10
,AC007000.12
2185,PTK2B
157657,C8ORF37
7702,ZNF143
220074,LRTOMT
23256,SCFD1
102,ADAM10
113178,SCAMP4
342994,RPL34P34
100170229,SRRM5
284355,TPRX1
10621,POLR3F
89801,PPP1R3F
2810,SFN
100381270,ZBED6
79963,ABCA11P
6643,SNX2
644378,GCNT6
84668,FAM126A
10922,FASTK
401541,CENPP
,RP11-650K20.3
,C12ORF23
64806,IL25
81116,OR7E105P
124401,ANKS3
100131998,RRN3P3
653645,TBC1D3P1-DHX40P1
9811,CTIF
1264,CNN1
83658,DYNLRB1
394217,FGF7P2
27301,APEX2
27160,INGX
54821,ERCC6L
27286,SRPX2
,RP11-392O17.1
,RP11-774D14.1
,RP11-38H17.1
,RP11-399H11.3
,RP11-384J4.2
,CTD-2506J14.1
29101,SSU72
255104,TMCO4
100421114,CROCCP5
8438,RAD54L
4808,NHLH2
2327,FMO2
255928,SYT14
,AC074391.1
84804,MFSD9
80086,TUBA4B
7110,TMF1
151827,LRRC34
1609,DGKQ
5522,PPP2R2C
55589,BMP2K
153241,CEP120
23408,SIRT5
,AL662890.1
55776,SAYSD1
253714,MMS22L
116254,GINM1
11104,KATNA1
4521,NUDT1
26261,FBXO24
43,ACHE
23039,XPO7
541565,C8ORF58
403313,PPAPDC2
25853,DCAF12
195828,ZNF367
229,ALDOB
286256,LCN12
9600,PITPNM1
100131539,ZNF705E
25906,ANAPC15
9789,SPCS2
4940,OAS3
90668,LRRC16B
79446,WDR25
,RP11-566K19.6
374618,TEX9
374650,GOLGA6L5P
26184,OR1F2P
124402,UBALD1
162515,SLC16A11
93649,MYOCD
146923,RUNDC1
4355,MPP2
10614,HEXIM1
11322,TMC6
84735,CNDP1
79958,DENND1C
,CTD-3193O13.9
5589,PRKCSH
5296,PIK3R2
353088,ZNF429
26330,GAPDHS
5678,PSG9
5819,PVRL2
58506,SCAF1
140865,LINC00686
9875,URB1
26286,ARFGAP3
8623,ASMTL
84275,SLC25A33
,AC007317.1
400961,PAIP2B
,AC084193.1
151126,ZNF385B
,AC069277.2
,RP11-384F7.1
100874112,CCDC39-AS1
152137,CCDC50
550112,UBA6-AS1
,RP11-314N14.1
,AC004901.1
23554,TSPAN12
,RP11-624D11.2
283131,NEAT1
28970,C11ORF54
,RP11-664H17.1
,RP11-362K2.2
9882,TBC1D4
81537,SGPP1
,RP11-61O1.1
91948,LINC00923
92017,SNX29
51573,GDE1
,RP11-488I20.8
,RP11-1109M24.16
4642,MYO1D
314,AOC2
162461,TMEM92
11031,RAB31
,AF096876.1
163742,SLC25A3P1
338094,FAM151A
84722,PSRC1
647135,SRGAP2B
57111,RAB25
60526,C2ORF43
220717,RPLP0P6
,CCDC104
3631,INPP4A
6574,SLC20A1
29842,TFCP2L1
3235,HOXD9
,AC016739.2
8609,KLF7
1421,CRYGD
7857,SCG2
100423043,MIR4269
,RP11-443P15.2
153020,RASGEF1B
7117,TMSB4XP8
3156,HMGCR
3360,HTR4
309,ANXA6
653316,FAM153CP
,RP11-475C16.1
7378,UPP1
948,CD36
222950,NYAP1
646409,DGAT2L7P
54927,CHCHD3
65263,PYCRL
219,ALDH1B1
158046,NXNL2
441549,CDNF
26091,HERC4
51196,PLCE1
23538,OR52A1
144108,SPTY2D1
51352,WT1-AS
79832,QSER1
84364,ARFGAP2
25824,PRDX5
55004,LAMTOR1
2259,FGF14
7080,NKX2-1
9495,AKAP5
55640,FLVCR2
767598,SNORD114-20
3495,IGHD
80021,TMEM62
9236,CCPG1
8479,HIRIP3
,RP11-598D12.4
123970,C16ORF78
7314,UBB
4137,MAPT
116444,GRIN3B
23373,CRTC1
1891,ECH1
116115,ZNF526
7288,TULP2
94030,LRRC4B
400713,ZNF880
85569,GALP
128408,BHLHE23
24148,PRPF6
392459,CXXC1P1
100874120,ZNF630-AS1
642546,HK2P1
5940,RBMY1A1
26824,RNU11
27095,TRAPPC3
9829,DNAJC6
,RP5-965F6.2
,AC092594.1
,AC073218.2
3554,IL1R1
645694,HTR5BP
,AC079305.11
,AC007319.1
23704,KCNE4
,AC112721.2
55207,ARL8B
100288428,LMCD1-AS1
5793,PTPRG
407738,FAM19A1
11259,FILIP1L
,CT64
647249,GAPDHP36
93109,TMEM44
,RP11-180C1.1
,RP11-472K22.1
10983,CCNI
,RP11-710F7.3
,RP11-138I17.1
,RP11-445O3.2
,CTC-347C20.1
,RP11-133F8.2
,RP3-510L9.1
1871,E2F3
23500,DAAM2
,AC011288.2
221785,ZSCAN25
,RP4-742N3.1
,RP11-134O21.1
,RP11-369K17.1
,KIAA1432
729238,SFTPA2
171389,NLRP6
26579,MYEOV
,RP11-736K20.6
3945,LDHB
100506660,DDX11-AS1
196394,AMN1
341405,ANKRD33
100190939,TPT1-AS1
103752583,LINC01075
,RP11-314P15.2
730094,C16ORF52
,AC027763.2
644988,ABHD17AP6
5709,PSMD3
79170,PRR15L
57521,RPTOR
29919,C18ORF8
57536,KIAA1328
2696,GIPR
105369219,SIRPB3P
,AP001597.1
100131434,LINC00893
148398,SAMD11
,RP11-465B22.3
728661,SLC35E2B
11079,RER1
440556,LINC00982
,RP13-221M14.4
200197,TMEM51-AS1
348487,FAM131C
79363,RSG1
23400,ATP13A2
401944,LDLRAD2
54361,WNT4
10163,WASF2
2035,EPB41
192669,AGO3
9967,THRAP3
64960,MRPS15
339541,C1ORF228
79654,HECTD3
10420,TESK2
8613,PPAP2B
,RP11-377K22.2
6121,RPE65
51086,TNNI3K
34,ACADM
55144,LRRC8D
7482,WNT2B
128077,LIX1L
54507,ADAMTSL4
128366,OR6P1
26052,DNM3
9674,KIAA0040
400798,C1ORF220
9887,SMG7
23179,RGL1
100131234,MIR181A1HG
4656,MYOG
148811,PM20D1
4179,CD46
148304,C1ORF74
64853,AIDA
9453,GGPS1
100500849,MIR3916
